Codigo_muestra;Codigo_individuo;Especie;Familia;Type;Pairs;Fuente;Localidad;Coord_X;Coord_Y;Fecha_recoleccion;Muestra_general;Organo;Muestreo;Individuo;Num_Org;Leaf_area;Petiole_area;Leaf_area_with_petiole;Leaf_thickness;Leaf_fresh_weight;Petiole_fresh_weight;Leaf_fresh_weight_with_petiole;Leaf_dry_weight;Petiole_dry_weight;Leaf_dry_weight_with_petiole;SLA_without_petiole;SLA_with_petiole;1/SLA_without_petiole;1/SLA_with_petiole;Leaf_dry_weight_per_fresh_weight_without_petiole;Leaf_dry_weight_per_fresh_weight_with_petiole;Diametro_flor;Eje_max_flor;Eje_min_flor;Eje_3_flor;Volumen_flor;Alt_max_rep;Alt_max_veg;Eje_max_planta;Eje_min_planta;Volumen_planta_veg;Volumen_planta_rep;Volumen_inflorescencia
STRION_MOR.6.H2.;STRION_MOR.6.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;6;2;45.443000;4.383000;49.826000;0.560000;4.204880;1.719240;5.924120;0.165150;0.032050;0.197200;275.161974;262.919829;0.003634;0.003803;0.039276;0.035774;;;;;;;;;;;;
STRION_MOR.6.H3.;STRION_MOR.6.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;6;3;37.350000;4.471000;41.821000;0.640000;3.555090;1.835870;5.390960;0.136610;0.032660;0.169270;273.406046;258.830260;0.003658;0.003864;0.038427;0.034192;;;;;;;;;;;;
STRION_MOR.6.H4.;STRION_MOR.6.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;6;4;33.747000;4.075000;37.822000;0.850000;2.919730;1.459850;4.379580;0.114370;0.027170;0.141540;295.068637;279.664726;0.003389;0.003576;0.039171;0.035059;;;;;;;;;;;;
STRION_MOR.6.H5.;STRION_MOR.6.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;6;5;24.516000;3.294000;27.810000;0.770000;2.169520;0.998080;3.167600;0.077710;0.019820;0.097530;315.480633;298.596211;0.003170;0.003349;0.035819;0.032834;;;;;;;;;;;;
STRION_MOR.7.H1.;STRION_MOR.7.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;7;1;37.510000;3.692000;41.202000;0.870000;3.150990;1.327850;4.478840;0.126620;0.025060;0.151680;296.240720;282.831477;0.003376;0.003536;0.040184;0.036475;;;;;;;;;;;;
STRION_MOR.7.H2.;STRION_MOR.7.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;7;2;33.859000;3.840000;37.699000;0.820000;2.892820;1.351480;4.244300;0.106840;0.023990;0.130830;316.913141;301.081331;0.003155;0.003321;0.036933;0.033301;;;;;;;;;;;;
STRION_MOR.7.H3.;STRION_MOR.7.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;7;3;17.161000;3.683000;20.844000;0.910000;1.655170;1.074550;2.729720;0.056990;0.019560;0.076550;301.123004;284.596376;0.003321;0.003514;0.034432;0.030455;;;;;;;;;;;;
STRION_MOR.7.H4.;STRION_MOR.7.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;7;4;32.999000;2.502000;35.501000;0.920000;3.037560;0.948700;3.986260;0.111320;0.016750;0.128070;296.433705;286.143949;0.003373;0.003495;0.036648;0.034083;;;;;;;;;;;;
STRION_MOR.7.H5.;STRION_MOR.7.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;7;5;30.874000;1.991000;32.865000;0.790000;2.416070;0.681140;3.097210;0.101660;0.014860;0.116520;303.698603;292.139518;0.003293;0.003423;0.042077;0.039574;;;;;;;;;;;;
STRION_MOR.8.H1.;STRION_MOR.8.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;8;1;20.002000;2.908000;22.910000;0.840000;2.064990;0.876940;2.941930;0.064320;0.017010;0.081330;310.976368;294.624099;0.003216;0.003394;0.031148;0.029090;;;;;;;;;;;;
STRION_MOR.8.H2.;STRION_MOR.8.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;8;2;18.432000;3.472000;21.904000;0.940000;2.064080;1.020250;3.084330;0.064990;0.021270;0.086260;283.612864;266.684298;0.003526;0.003750;0.031486;0.029378;;;;;;;;;;;;
STRION_MOR.8.H3.;STRION_MOR.8.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;8;3;18.523000;3.343000;21.866000;0.820000;1.769510;1.081710;2.851220;0.059610;0.020120;0.079730;310.736454;289.859337;0.003218;0.003450;0.033687;0.030155;;;;;;;;;;;;
STRION_MOR.8.H4.;STRION_MOR.8.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;8;4;21.460000;1.302000;22.762000;0.830000;2.076050;0.319870;2.395920;0.092360;0.011920;0.104280;232.351667;224.888120;0.004304;0.004447;0.044488;0.043972;;;;;;;;;;;;
STRION_MOR.8.H5.;STRION_MOR.8.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;8;5;24.214000;1.487000;25.701000;0.670000;2.436260;0.398270;2.834530;0.096650;0.011270;0.107920;250.532850;243.999609;0.003991;0.004098;0.039671;0.038812;;;;;;;;;;;;
STRION_MOR.9.H1.;STRION_MOR.9.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;9;1;24.698000;5.559000;30.257000;0.770000;2.610070;1.803540;4.413610;0.063930;0.029970;0.093900;386.328797;348.191092;0.002588;0.002872;0.024494;0.022471;;;;;;;;;;;;
STRION_MOR.9.H2.;STRION_MOR.9.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;9;2;25.509000;6.848000;32.357000;0.570000;2.420100;2.094770;4.514870;0.058240;0.029020;0.087260;437.997940;397.704467;0.002283;0.002514;0.024065;0.020981;;;;;;;;;;;;
STRION_MOR.9.H3.;STRION_MOR.9.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;9;3;24.186000;3.734000;27.920000;0.650000;1.786970;1.386200;3.173170;0.050970;0.024200;0.075170;474.514420;413.080704;0.002107;0.002421;0.028523;0.025431;;;;;;;;;;;;
STRION_MOR.9.H4.;STRION_MOR.9.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;9;4;24.879000;6.562000;31.441000;0.770000;2.260040;2.324350;4.584390;0.059370;0.034810;0.094180;419.050025;366.786063;0.002386;0.002726;0.026269;0.022434;;;;;;;;;;;;
STRION_MOR.9.H5.;STRION_MOR.9.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;9;5;28.430000;6.407000;34.837000;0.590000;2.286790;2.331280;4.618070;0.061640;0.037540;0.099180;461.226476;393.402562;0.002168;0.002542;0.026955;0.023291;;;;;;;;;;;;
STRION_MOR10.H1.;STRION_MOR10.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;10;1;24.771000;2.636000;27.407000;0.500000;1.523840;0.753980;2.277820;0.046490;0.014870;0.061360;532.824263;483.801576;0.001877;0.002067;0.030508;0.028369;;;;;;;;;;;;
STRION_MOR10.H2.;STRION_MOR10.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;10;2;24.644000;2.663000;27.307000;0.530000;1.569260;0.753160;2.322420;0.047150;0.014670;0.061820;522.672322;476.745893;0.001913;0.002098;0.030046;0.028001;;;;;;;;;;;;
STRION_MOR10.H3.;STRION_MOR10.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;10;3;29.941000;2.006000;31.947000;0.610000;1.952950;0.662050;2.615000;0.059830;0.014420;0.074250;500.434565;461.575179;0.001998;0.002166;0.030636;0.029352;;;;;;;;;;;;
STRION_MOR10.H4.;STRION_MOR10.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;10;4;25.264000;4.339000;29.603000;0.530000;1.622170;1.319130;2.941300;0.040860;0.023720;0.064580;618.306412;520.362291;0.001617;0.001922;0.025188;0.023105;;;;;;;;;;;;
STRION_MOR10.H5.;STRION_MOR10.;Streptocarpus ionanthus;Gesneriaceae;Generalist;Ramonda;Campo;Casa;-0.549657465;42.57167801;19/05/2024;Planta;Hoja;Morfologia;10;5;24.050000;3.212000;27.262000;0.490000;1.571150;0.998910;2.570060;0.049030;0.019790;0.068820;490.516011;435.400933;0.002039;0.002297;0.031206;0.028458;;;;;;;;;;;;
ANDCYL_MOR.1.H1.;ANDCYL_MOR.1.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;1;1;0.135200;;0.135200;0.600000;0.006554;;0.006554;0.001302;;0.001302;103.840246;103.840246;0.009630;0.009630;0.198657;0.198657;;;;;;;;;;;;
ANDCYL_MOR.1.H2.;ANDCYL_MOR.1.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;1;2;0.153400;;0.153400;0.360000;0.007566;;0.007566;0.001402;;0.001402;109.415121;109.415121;0.009140;0.009140;0.185303;0.185303;;;;;;;;;;;;
ANDCYL_MOR.1.H3.;ANDCYL_MOR.1.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;1;3;0.152200;;0.152200;0.360000;0.006228;;0.006228;0.001166;;0.001166;130.531732;130.531732;0.007661;0.007661;0.187219;0.187219;;;;;;;;;;;;
ANDCYL_MOR.1.H4.;ANDCYL_MOR.1.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;1;4;0.131600;;0.131600;0.590000;0.006106;;0.006106;0.001564;;0.001564;84.143223;84.143223;0.011884;0.011884;0.256142;0.256142;;;;;;;;;;;;
ANDCYL_MOR.1.H5.;ANDCYL_MOR.1.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;1;5;0.106000;;0.106000;0.630000;0.004982;;0.004982;0.001292;;0.001292;82.043344;82.043344;0.012189;0.012189;0.259334;0.259334;;;;;;;;;;;;
ANDCYL_MOR.2.H1.;ANDCYL_MOR.2.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;2;1;0.146200;;0.146200;0.330000;0.004256;;0.004256;0.000946;;0.000946;154.545455;154.545455;0.006471;0.006471;0.222274;0.222274;;;;;;;;;;;;
ANDCYL_MOR.2.H2.;ANDCYL_MOR.2.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;2;2;0.122200;;0.122200;0.460000;0.004578;;0.004578;0.000972;;0.000972;125.720165;125.720165;0.007954;0.007954;0.212320;0.212320;;;;;;;;;;;;
ANDCYL_MOR.2.H3.;ANDCYL_MOR.2.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;2;3;0.172400;;0.172400;0.660000;0.008278;;0.008278;0.001662;;0.001662;103.730445;103.730445;0.009640;0.009640;0.200773;0.200773;;;;;;;;;;;;
ANDCYL_MOR.2.H4.;ANDCYL_MOR.2.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;2;4;0.108400;;0.108400;0.510000;0.004274;;0.004274;0.001022;;0.001022;106.066536;106.066536;0.009428;0.009428;0.239120;0.239120;;;;;;;;;;;;
ANDCYL_MOR.2.H5.;ANDCYL_MOR.2.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;2;5;0.099800;;0.099800;0.340000;0.004022;;0.004022;0.000976;;0.000976;102.254098;102.254098;0.009780;0.009780;0.242665;0.242665;;;;;;;;;;;;
ANDCYL_MOR.3.H1.;ANDCYL_MOR.3.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;3;1;0.200400;;0.200400;0.480000;0.009106;;0.009106;0.001924;;0.001924;104.158004;104.158004;0.009601;0.009601;0.211289;0.211289;;;;;;;;;;;;
ANDCYL_MOR.3.H2.;ANDCYL_MOR.3.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;3;2;0.131200;;0.131200;0.340000;0.004320;;0.004320;0.001000;;0.001000;131.200000;131.200000;0.007622;0.007622;0.231481;0.231481;;;;;;;;;;;;
ANDCYL_MOR.3.H3.;ANDCYL_MOR.3.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;3;3;0.161200;;0.161200;0.330000;0.005992;;0.005992;0.001320;;0.001320;122.121212;122.121212;0.008189;0.008189;0.220294;0.220294;;;;;;;;;;;;
ANDCYL_MOR.3.H4.;ANDCYL_MOR.3.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;3;4;0.157400;;0.157400;0.350000;0.006064;;0.006064;0.001244;;0.001244;126.527331;126.527331;0.007903;0.007903;0.205145;0.205145;;;;;;;;;;;;
ANDCYL_MOR.3.H5.;ANDCYL_MOR.3.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;3;5;0.240000;;0.240000;0.530000;0.010064;;0.010064;0.001930;;0.001930;124.352332;124.352332;0.008042;0.008042;0.191773;0.191773;;;;;;;;;;;;
ANDCYL_MOR.4.H1.;ANDCYL_MOR.4.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;4;1;0.164400;;0.164400;0.490000;0.007724;;0.007724;0.001512;;0.001512;108.730159;108.730159;0.009197;0.009197;0.195753;0.195753;;;;;;;;;;;;
ANDCYL_MOR.4.H2.;ANDCYL_MOR.4.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;4;2;0.133600;;0.133600;0.380000;0.006306;;0.006306;0.001320;;0.001320;101.212121;101.212121;0.009880;0.009880;0.209324;0.209324;;;;;;;;;;;;
ANDCYL_MOR.4.H3.;ANDCYL_MOR.4.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;4;3;0.212400;;0.212400;0.460000;0.011488;;0.011488;0.001652;;0.001652;128.571429;128.571429;0.007778;0.007778;0.143802;0.143802;;;;;;;;;;;;
ANDCYL_MOR.4.H4.;ANDCYL_MOR.4.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;4;4;0.179000;;0.179000;0.450000;0.006276;;0.006276;0.001130;;0.001130;158.407080;158.407080;0.006313;0.006313;0.180051;0.180051;;;;;;;;;;;;
ANDCYL_MOR.4.H5.;ANDCYL_MOR.4.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;4;5;0.162800;;0.162800;0.130000;0.007380;;0.007380;0.001282;;0.001282;126.989080;126.989080;0.007875;0.007875;0.173713;0.173713;;;;;;;;;;;;
ANDCYL_MOR.5.H1.;ANDCYL_MOR.5.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;5;1;0.124200;;0.124200;0.510000;0.007430;;0.007430;0.001840;;0.001840;67.500000;67.500000;0.014815;0.014815;0.247645;0.247645;;;;;;;;;;;;
ANDCYL_MOR.5.H2.;ANDCYL_MOR.5.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;5;2;0.105000;;0.105000;0.790000;0.005292;;0.005292;0.001444;;0.001444;72.714681;72.714681;0.013752;0.013752;0.272865;0.272865;;;;;;;;;;;;
ANDCYL_MOR.5.H3.;ANDCYL_MOR.5.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;5;3;0.094200;;0.094200;0.500000;0.004890;;0.004890;0.001306;;0.001306;72.128637;72.128637;0.013864;0.013864;0.267076;0.267076;;;;;;;;;;;;
ANDCYL_MOR.5.H4.;ANDCYL_MOR.5.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;5;4;0.127600;;0.127600;0.520000;0.006102;;0.006102;0.001726;;0.001726;73.928158;73.928158;0.013527;0.013527;0.282858;0.282858;;;;;;;;;;;;
ANDCYL_MOR.5.H5.;ANDCYL_MOR.5.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;5;5;0.108800;;0.108800;0.470000;0.005394;;0.005394;0.001558;;0.001558;69.833119;69.833119;0.014320;0.014320;0.288839;0.288839;;;;;;;;;;;;
ANDCYL_MOR.6.H1.;ANDCYL_MOR.6.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;6;1;0.111000;;0.111000;0.380000;0.005364;;0.005364;0.001300;;0.001300;85.384615;85.384615;0.011712;0.011712;0.242356;0.242356;;;;;;;;;;;;
ANDCYL_MOR.6.H2.;ANDCYL_MOR.6.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;6;2;0.128400;;0.128400;0.620000;0.006124;;0.006124;0.001524;;0.001524;84.251969;84.251969;0.011869;0.011869;0.248857;0.248857;;;;;;;;;;;;
ANDCYL_MOR.6.H3.;ANDCYL_MOR.6.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;6;3;0.092200;;0.092200;0.540000;0.004346;;0.004346;0.001102;;0.001102;83.666062;83.666062;0.011952;0.011952;0.253566;0.253566;;;;;;;;;;;;
ANDCYL_MOR.6.H4.;ANDCYL_MOR.6.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;6;4;0.089000;;0.089000;0.510000;0.003738;;0.003738;0.001000;;0.001000;89.000000;89.000000;0.011236;0.011236;0.267523;0.267523;;;;;;;;;;;;
ANDCYL_MOR.6.H5.;ANDCYL_MOR.6.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;6;5;0.112000;;0.112000;0.460000;0.005234;;0.005234;0.001396;;0.001396;80.229226;80.229226;0.012464;0.012464;0.266718;0.266718;;;;;;;;;;;;
ANDCYL_MOR.7.H1.;ANDCYL_MOR.7.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;7;1;0.179400;;0.179400;0.620000;0.008800;;0.008800;0.001890;;0.001890;94.920635;94.920635;0.010535;0.010535;0.214773;0.214773;;;;;;;;;;;;
ANDCYL_MOR.7.H2.;ANDCYL_MOR.7.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;7;2;0.201000;;0.201000;0.630000;0.007540;;0.007540;0.001774;;0.001774;113.303269;113.303269;0.008826;0.008826;0.235279;0.235279;;;;;;;;;;;;
ANDCYL_MOR.7.H3.;ANDCYL_MOR.7.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;7;3;0.175800;;0.175800;0.540000;0.006980;;0.006980;0.001778;;0.001778;98.875141;98.875141;0.010114;0.010114;0.254728;0.254728;;;;;;;;;;;;
ANDCYL_MOR.7.H4.;ANDCYL_MOR.7.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;7;4;0.149600;;0.149600;0.580000;0.007882;;0.007882;0.001754;;0.001754;85.290764;85.290764;0.011725;0.011725;0.222532;0.222532;;;;;;;;;;;;
ANDCYL_MOR.7.H5.;ANDCYL_MOR.7.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;7;5;0.150800;;0.150800;0.670000;0.007056;;0.007056;0.001560;;0.001560;96.666667;96.666667;0.010345;0.010345;0.221088;0.221088;;;;;;;;;;;;
ANDCYL_MOR.8.H1.;ANDCYL_MOR.8.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;8;1;0.194200;;0.194200;0.480000;0.008730;;0.008730;0.001910;;0.001910;101.675393;101.675393;0.009835;0.009835;0.218786;0.218786;;;;;;;;;;;;
ANDCYL_MOR.8.H2.;ANDCYL_MOR.8.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;8;2;0.164400;;0.164400;0.330000;0.007034;;0.007034;0.001614;;0.001614;101.858736;101.858736;0.009818;0.009818;0.229457;0.229457;;;;;;;;;;;;
ANDCYL_MOR.8.H3.;ANDCYL_MOR.8.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;8;3;0.238600;;0.238600;0.440000;0.010838;;0.010838;0.002084;;0.002084;114.491363;114.491363;0.008734;0.008734;0.192286;0.192286;;;;;;;;;;;;
ANDCYL_MOR.8.H4.;ANDCYL_MOR.8.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;8;4;0.212400;;0.212400;0.500000;0.010764;;0.010764;0.002050;;0.002050;103.609756;103.609756;0.009652;0.009652;0.190450;0.190450;;;;;;;;;;;;
ANDCYL_MOR.8.H5.;ANDCYL_MOR.8.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;8;5;0.145200;;0.145200;0.410000;0.005966;;0.005966;0.001270;;0.001270;114.330709;114.330709;0.008747;0.008747;0.212873;0.212873;;;;;;;;;;;;
ANDCYL_MOR.9.H1.;ANDCYL_MOR.9.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;9;1;0.182400;;0.182400;0.650000;0.009882;;0.009882;0.002170;;0.002170;84.055300;84.055300;0.011897;0.011897;0.219591;0.219591;;;;;;;;;;;;
ANDCYL_MOR.9.H2.;ANDCYL_MOR.9.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;9;2;0.161600;;0.161600;0.450000;0.008144;;0.008144;0.001826;;0.001826;88.499452;88.499452;0.011300;0.011300;0.224214;0.224214;;;;;;;;;;;;
ANDCYL_MOR.9.H3.;ANDCYL_MOR.9.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;9;3;0.162800;;0.162800;0.670000;0.009868;;0.009868;0.002386;;0.002386;68.231350;68.231350;0.014656;0.014656;0.241792;0.241792;;;;;;;;;;;;
ANDCYL_MOR.9.H4.;ANDCYL_MOR.9.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;9;4;0.178400;;0.178400;0.580000;0.008518;;0.008518;0.001936;;0.001936;92.148760;92.148760;0.010852;0.010852;0.227283;0.227283;;;;;;;;;;;;
ANDCYL_MOR.9.H5.;ANDCYL_MOR.9.;Androsace cylindrica;Primulaceae;Cliff_specialist;Androsace;Campo;Pena_Montanesa;0.199481489;42.49332068;18/06/2024;Planta;Hoja;Morfologia;9;5;0.159200;;0.159200;0.530000;0.008612;;0.008612;0.002014;;0.002014;79.046673;79.046673;0.012651;0.012651;0.233860;0.233860;;;;;;;;;;;;
