Codigo_muestra;Codigo_individuo;Especie;Familia;Type;Pairs;Fuente;Localidad;Coord_X;Coord_Y;Fecha_recoleccion;Muestra_general;Organo;Muestreo;Individuo;Num_Org;Leaf_area;Petiole_area;Leaf_area_with_petiole;Leaf_thickness;Leaf_fresh_weight;Petiole_fresh_weight;Leaf_fresh_weight_with_petiole;Leaf_dry_weight;Petiole_dry_weight;Leaf_dry_weight_with_petiole;SLA_without_petiole;SLA_with_petiole;1/SLA_without_petiole;1/SLA_with_petiole;Leaf_dry_weight_per_fresh_weight_without_petiole;Leaf_dry_weight_per_fresh_weight_with_petiole;Diametro_flor;Eje_max_flor;Eje_min_flor;Eje_3_flor;Volumen_flor;Alt_max_rep;Alt_max_veg;Eje_max_planta;Eje_min_planta;Volumen_planta_veg;Volumen_planta_rep;Volumen_inflorescencia
LONXYL_MOR.1.F3.;LONXYL_MOR.1.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;1;3;;;;;;;;;;;;;;;;;;12;2;3;72;;;;;;;
LONXYL_MOR.1.F4.;LONXYL_MOR.1.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;1;4;;;;;;;;;;;;;;;;;;21;3;4;252;;;;;;;
LONXYL_MOR.2.F1.;LONXYL_MOR.2.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;2;1;;;;;;;;;;;;;;;;;;22;2;4;176;;;;;;;
LONXYL_MOR.2.F2.;LONXYL_MOR.2.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;2;2;;;;;;;;;;;;;;;;;;21;3;2;126;;;;;;;
LONXYL_MOR.2.F3.;LONXYL_MOR.2.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;2;3;;;;;;;;;;;;;;;;;;20;3;4;240;;;;;;;
LONXYL_MOR.2.F4.;LONXYL_MOR.2.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;2;4;;;;;;;;;;;;;;;;;;21;2;4;168;;;;;;;
LONXYL_MOR.3.F1.;LONXYL_MOR.3.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;3;1;;;;;;;;;;;;;;;;;;14;2;4;112;;;;;;;
LONXYL_MOR.3.F2.;LONXYL_MOR.3.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;3;2;;;;;;;;;;;;;;;;;;21;2;3;126;;;;;;;
LONXYL_MOR.3.F3.;LONXYL_MOR.3.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;3;3;;;;;;;;;;;;;;;;;;18;2;3;108;;;;;;;
LONXYL_MOR.3.F4.;LONXYL_MOR.3.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;3;4;;;;;;;;;;;;;;;;;;19;3;3;171;;;;;;;
LONXYL_MOR.4.F1.;LONXYL_MOR.4.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;4;1;;;;;;;;;;;;;;;;;;20;3;3;180;;;;;;;
LONXYL_MOR.4.F2.;LONXYL_MOR.4.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;4;2;;;;;;;;;;;;;;;;;;21;2;3;126;;;;;;;
LONXYL_MOR.4.F3.;LONXYL_MOR.4.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;4;3;;;;;;;;;;;;;;;;;;19;3;3;171;;;;;;;
LONXYL_MOR.4.F4.;LONXYL_MOR.4.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;4;4;;;;;;;;;;;;;;;;;;18;3;3;162;;;;;;;
LONXYL_MOR.5.F1.;LONXYL_MOR.5.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;5;1;;;;;;;;;;;;;;;;;;22;3;4;264;;;;;;;
LONXYL_MOR.5.F2.;LONXYL_MOR.5.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;5;2;;;;;;;;;;;;;;;;;;21;2;3;126;;;;;;;
LONXYL_MOR.5.F3.;LONXYL_MOR.5.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;5;3;;;;;;;;;;;;;;;;;;19;2;4;152;;;;;;;
LONXYL_MOR.5.F4.;LONXYL_MOR.5.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;5;4;;;;;;;;;;;;;;;;;;18;3;4;216;;;;;;;
LONXYL_MOR.6.F1.;LONXYL_MOR.6.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;6;1;;;;;;;;;;;;;;;;;;13;3;2;78;;;;;;;
LONXYL_MOR.6.F2.;LONXYL_MOR.6.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;6;2;;;;;;;;;;;;;;;;;;18;3;3;162;;;;;;;
LONXYL_MOR.6.F3.;LONXYL_MOR.6.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;6;3;;;;;;;;;;;;;;;;;;18;2;4;144;;;;;;;
LONXYL_MOR.6.F4.;LONXYL_MOR.6.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;6;4;;;;;;;;;;;;;;;;;;23;3;3;207;;;;;;;
LONXYL_MOR.7.F1.;LONXYL_MOR.7.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;7;1;;;;;;;;;;;;;;;;;;20;2;4;160;;;;;;;
LONXYL_MOR.7.F2.;LONXYL_MOR.7.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;7;2;;;;;;;;;;;;;;;;;;22;2;3;132;;;;;;;
LONXYL_MOR.7.F3.;LONXYL_MOR.7.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;7;3;;;;;;;;;;;;;;;;;;20;3;4;240;;;;;;;
LONXYL_MOR.7.F4.;LONXYL_MOR.7.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;7;4;;;;;;;;;;;;;;;;;;20;3;3;180;;;;;;;
LONXYL_MOR.8.F1.;LONXYL_MOR.8.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;8;1;;;;;;;;;;;;;;;;;;19;3;3;171;;;;;;;
LONXYL_MOR.8.F2.;LONXYL_MOR.8.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;8;2;;;;;;;;;;;;;;;;;;18;2;4;144;;;;;;;
LONXYL_MOR.8.F3.;LONXYL_MOR.8.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;8;3;;;;;;;;;;;;;;;;;;17;2;3;102;;;;;;;
LONXYL_MOR.8.F4.;LONXYL_MOR.8.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;8;4;;;;;;;;;;;;;;;;;;20;3;3;180;;;;;;;
LONXYL_MOR.9.F1.;LONXYL_MOR.9.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;9;1;;;;;;;;;;;;;;;;;;16;2;3;96;;;;;;;
LONXYL_MOR.9.F2.;LONXYL_MOR.9.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;9;2;;;;;;;;;;;;;;;;;;17;2;2;68;;;;;;;
LONXYL_MOR.9.F3.;LONXYL_MOR.9.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;9;3;;;;;;;;;;;;;;;;;;17;2;3;102;;;;;;;
LONXYL_MOR.9.F4.;LONXYL_MOR.9.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;9;4;;;;;;;;;;;;;;;;;;19;3;3;171;;;;;;;
LONXYL_MOR10.F1.;LONXYL_MOR10.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;10;1;;;;;;;;;;;;;;;;;;21;2;3;126;;;;;;;
LONXYL_MOR10.F2.;LONXYL_MOR10.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;10;2;;;;;;;;;;;;;;;;;;20;2;3;120;;;;;;;
LONXYL_MOR10.F3.;LONXYL_MOR10.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;10;3;;;;;;;;;;;;;;;;;;22;2;3;132;;;;;;;
LONXYL_MOR10.F4.;LONXYL_MOR10.;Lonicera xylosteum;Caprifoliaceae;Generalist;Lonicera;Campo;Oroel;-0.532005438;42.52735045;13/05/2024;Planta;Flor;Morfologia;10;4;;;;;;;;;;;;;;;;;;22;3;3;198;;;;;;;
HIEMUR.1_MOR.1.F1.;HIEMUR.1_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;1;1;;;;;;;;;;;;;;;;;43;;;8;11617.60963;;;;;;;
HIEMUR.1_MOR.1.F2.;HIEMUR.1_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;1;2;;;;;;;;;;;;;;;;;37;;;9;9676.890771;;;;;;;
HIEMUR.1_MOR.1.F3.;HIEMUR.1_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;1;3;;;;;;;;;;;;;;;;;44;;;10;15205.30844;;;;;;;
HIEMUR.1_MOR.1.F4.;HIEMUR.1_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.2_MOR.2.F1.;HIEMUR.2_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;2;1;;;;;;;;;;;;;;;;;42;;;9;12468.98124;;;;;;;
HIEMUR.2_MOR.2.F2.;HIEMUR.2_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;2;2;;;;;;;;;;;;;;;;;40;;;12;15079.64474;;;;;;;
HIEMUR.2_MOR.2.F3.;HIEMUR.2_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;2;3;;;;;;;;;;;;;;;;;40;;;10;12566.37061;;;;;;;
HIEMUR.2_MOR.2.F4.;HIEMUR.2_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.3_MOR.3.F1.;HIEMUR.3_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;3;1;;;;;;;;;;;;;;;;;41;;;10;13202.54313;;;;;;;
HIEMUR.3_MOR.3.F2.;HIEMUR.3_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;3;2;;;;;;;;;;;;;;;;;40;;;9;11309.73355;;;;;;;
HIEMUR.3_MOR.3.F3.;HIEMUR.3_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.3_MOR.3.F4.;HIEMUR.3_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.4_MOR.4.F1.;HIEMUR.4_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;4;1;;;;;;;;;;;;;;;;;46;;;10;16619.02514;;;;;;;
HIEMUR.4_MOR.4.F2.;HIEMUR.4_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;4;2;;;;;;;;;;;;;;;;;41;;;11;14522.79744;;;;;;;
HIEMUR.4_MOR.4.F3.;HIEMUR.4_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.4_MOR.4.F4.;HIEMUR.4_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.5_MOR.5.F1.;HIEMUR.5_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;5;1;;;;;;;;;;;;;;;;;42;;;9;12468.98124;;;;;;;
HIEMUR.5_MOR.5.F2.;HIEMUR.5_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;5;2;;;;;;;;;;;;;;;;;44;;;7;10643.71591;;;;;;;
HIEMUR.5_MOR.5.F3.;HIEMUR.5_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;5;3;;;;;;;;;;;;;;;;;30;;;8;5654.866776;;;;;;;
HIEMUR.5_MOR.5.F4.;HIEMUR.5_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.6_MOR.6.F1.;HIEMUR.6_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;6;1;;;;;;;;;;;;;;;;;43;;;10;14522.01204;;;;;;;
HIEMUR.6_MOR.6.F2.;HIEMUR.6_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;6;2;;;;;;;;;;;;;;;;;40;;;11;13823.00768;;;;;;;
HIEMUR.6_MOR.6.F3.;HIEMUR.6_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.6_MOR.6.F4.;HIEMUR.6_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.7_MOR.7.F1.;HIEMUR.7_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;7;1;;;;;;;;;;;;;;;;;49;;;9;16971.66891;;;;;;;
HIEMUR.7_MOR.7.F2.;HIEMUR.7_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.7_MOR.7.F3.;HIEMUR.7_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.7_MOR.7.F4.;HIEMUR.7_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.8_MOR.8.F1.;HIEMUR.8_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;8;1;;;;;;;;;;;;;;;;;32;;;7;5629.734035;;;;;;;
HIEMUR.8_MOR.8.F2.;HIEMUR.8_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;8;2;;;;;;;;;;;;;;;;;38;;;9;10207.03453;;;;;;;
HIEMUR.8_MOR.8.F3.;HIEMUR.8_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;8;3;;;;;;;;;;;;;;;;;32;;;8;6433.981755;;;;;;;
HIEMUR.8_MOR.8.F4.;HIEMUR.8_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.9_MOR.9.F1.;HIEMUR.9_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;9;1;;;;;;;;;;;;;;;;;42;;;6;8312.654161;;;;;;;
HIEMUR.9_MOR.9.F2.;HIEMUR.9_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;9;2;;;;;;;;;;;;;;;;;40;;;7;8796.45943;;;;;;;
HIEMUR.9_MOR.9.F3.;HIEMUR.9_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;9;3;;;;;;;;;;;;;;;;;41;;;6;7921.525876;;;;;;;
HIEMUR.9_MOR.9.F4.;HIEMUR.9_MOR.;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;9;4;;;;;;;;;;;;;;;;;40;;;6;7539.822369;;;;;;;
HIEMUR.10_MOR.F1.;HIEMUR.10_MOR;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;10;1;;;;;;;;;;;;;;;;;52;;;10;21237.16634;;;;;;;
HIEMUR.10_MOR.F2.;HIEMUR.10_MOR;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;10;2;;;;;;;;;;;;;;;;;32;;;9;7238.229474;;;;;;;
HIEMUR.10_MOR.F3.;HIEMUR.10_MOR;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIEMUR.10_MOR.F4.;HIEMUR.10_MOR;Hieracium murorum;Asteraceae;Generalist;Hieracium;Campo;Barranco_Los_Meses;-0.532086199;42.71361298;04/06/2024;Planta;Flor;Morfologia;10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAXHIR_MOR.1.F1.;SAXHIR_MOR.1.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;1;1;;;;;;;;;;;;;;;;;11;;;1;95.03317777;;;;;;;
SAXHIR_MOR.1.F2.;SAXHIR_MOR.1.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;1;2;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.1.F3.;SAXHIR_MOR.1.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;1;3;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.1.F4.;SAXHIR_MOR.1.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;1;4;;;;;;;;;;;;;;;;;11;;;1;95.03317777;;;;;;;
SAXHIR_MOR.2.F1.;SAXHIR_MOR.2.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;2;1;;;;;;;;;;;;;;;;;9;;;1;63.61725124;;;;;;;
SAXHIR_MOR.2.F2.;SAXHIR_MOR.2.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;2;2;;;;;;;;;;;;;;;;;11;;;1;95.03317777;;;;;;;
SAXHIR_MOR.2.F3.;SAXHIR_MOR.2.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;2;3;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.2.F4.;SAXHIR_MOR.2.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;2;4;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.3.F1.;SAXHIR_MOR.3.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;3;1;;;;;;;;;;;;;;;;;9;;;1;63.61725124;;;;;;;
SAXHIR_MOR.3.F2.;SAXHIR_MOR.3.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;3;2;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.3.F3.;SAXHIR_MOR.3.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;3;3;;;;;;;;;;;;;;;;;9;;;1;63.61725124;;;;;;;
SAXHIR_MOR.3.F4.;SAXHIR_MOR.3.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;3;4;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.4.F1.;SAXHIR_MOR.4.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;4;1;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
SAXHIR_MOR.4.F2.;SAXHIR_MOR.4.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;4;2;;;;;;;;;;;;;;;;;9;;;1;63.61725124;;;;;;;
SAXHIR_MOR.4.F3.;SAXHIR_MOR.4.;Saxifraga hirsuta;Saxifragaceae;Generalist;Saxifraga;Campo;Barranco_Los_Meses;-0.53288534;42.71361264;04/06/2024;Planta;Flor;Morfologia;4;3;;;;;;;;;;;;;;;;;10;;;1;78.53981634;;;;;;;
